개방자치단체코드,관리번호,인허가일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,데이터갱신시점,도로명주소,사무소전화번호,사업장전화번호,상세영업상태명,상세영업상태코드,영업상태코드,전화번호,좌표정보(X),좌표정보(Y),지번주소,최종수정시점
4080000,2021408023806500001,2021-01-15,영업/정상,,,,,,17554,경기종합계량증명소,I,2026-03-11 01:27:26,경기도 안성시 원곡면 승량길 105,031-654-0385,,영업중,01,01,0316540385,214473.636095218    ,397558.79624332     ,,2021-01-15 16:11:05
4080000,2021408023806500002,2021-07-07,영업/정상,,,,,,17524,주식회사 유나,I,2026-03-11 01:27:26,경기도 안성시 죽산면 걸미로 145-9,031-672-9612,,영업중,01,01,0316729612,238929.805788574    ,390972.774570392    ,경기도 안성시 죽산면 두교리 26,2021-07-07 18:21:21
4080000,2021408023806500003,2021-10-12,영업/정상,,,,,,17502,양성공인계량증명업소,I,2026-03-11 01:27:26,경기도 안성시 양성면 한내로 172,031-677-9847,,영업중,01,01,0316779847,218843.805248454    ,394904.095920247    ,,2021-10-14 14:50:04
4080000,2022408023806500001,2022-10-11,영업/정상,,,,,,17555,우림자원,I,2026-03-11 01:27:26,경기도 안성시 원곡면 만세로 998,031-656-5526,,영업중,01,01,0316565526,214653.949801961    ,394744.352602118    ,경기도 안성시 원곡면 칠곡리 63-5,2022-10-25 16:53:38
4080000,2023408023806500001,2023-02-27,영업/정상,,,,,,17598,동양계량소,I,2026-03-11 01:27:26,경기도 안성시 미양면 은골길 87,,,영업중,01,01,,220623.643150182    ,386395.769263313    ,경기도 안성시 미양면 갈전리 262-2,2023-02-28 09:18:56
4080000,2023408023806500002,2023-10-20,영업/정상,,,,,,17554,원곡공인계량증명업소,I,2026-03-11 01:27:26,"경기도 안성시 원곡면 지문로 383, 1층",,,영업중,01,01,,212564.275710483    ,396570.926490627    ,경기도 안성시 원곡면 산하리 262-2,2023-10-20 18:03:38
4080000,2024408026206500001,2024-04-09,영업/정상,,,,,,17509,처음자원,I,2026-03-11 01:27:26,경기도 안성시 보개면 보개원삼로 242,,,영업중,01,01,,225647.311329657    ,391498.738500474    ,경기도 안성시 보개면 불현리 55,2024-04-09 16:09:24
4080000,2024408026206500002,2024-09-03,영업/정상,,,,,,17598,덕산공인계량소,I,2026-03-11 01:27:27,경기도 안성시 미양면 갈전길 52-24,031-675-1907,,영업중,01,01,0316751907,220073.912234381    ,386629.800982002    ,경기도 안성시 미양면 갈전리 278-8,2024-09-03 15:11:55
4080000,2024408026206500003,2024-10-29,영업/정상,,,,,,17575,오른,I,2026-03-11 01:27:27,경기도 안성시 중앙로 125 (신건지동),,,영업중,01,01,,221555.180952447    ,390152.412525627    ,,2024-10-29 18:54:11
4080000,2024408026206500004,2024-12-13,영업/정상,,,,,,17608,화영산업(주),I,2026-03-11 01:27:27,경기도 안성시 서운면 서미로 109-3,,,영업중,01,01,,219727.187100635    ,381588.218918001    ,경기도 안성시 서운면 현매리 457,2024-12-16 09:04:22
4080000,1989408000606500001,1989-06-09,영업/정상,,,,,456-110,,삼호계량업소,I,2026-03-11 01:27:25,경기도 안성시 장기로 113 (낙원동),031-675-2045,,영업중,01,01,0316752045,224434.688874525    ,389200.601895151    ,경기도 안성시 낙원동 66번지 12호,2011-12-12 10:11:46
4080000,1990408000606500001,1990-12-12,영업/정상,,,,,456-280,,계림계량증명업소,I,2026-03-11 01:27:25,경기도 안성시 안성맞춤대로 837 (계동),,,영업중,01,01,,223860.033951015    ,387524.189605835    ,경기도 안성시 계동 87번지 1호,2011-12-12 10:11:01
4080000,1997408000606500004,1997-08-06,영업/정상,,,,,456-911,,일죽계량소,I,2026-03-11 01:27:25,경기도 안성시 일죽면 일생로 157,,,영업중,01,01,,243516.043542839    ,397041.809699654    ,경기도 안성시 일죽면 가리 553번지 1호,2011-12-12 10:09:18
4080000,1998408000606500005,1998-01-13,영업/정상,,,,,456-894,,죽산계량증명업소,I,2026-03-11 01:27:25,경기도 안성시 죽산면 죽양대로 5,031-676-7919,,영업중,01,01,0316767919,238531.765198444    ,397851.289351805    ,경기도 안성시 죽산면 죽산리 21번지 4호,2011-12-12 10:08:17
4080000,2000408000606500006,2000-04-10,영업/정상,,,,,456-831,,중앙계량소,I,2026-03-11 01:27:25,경기도 안성시 대덕면 중앙로 19,031-676-8889,,영업중,01,01,0316768889,220528.272906       ,390273.49313016     ,경기도 안성시 대덕면 건지리 374번지 1호,2011-12-12 10:07:17
4080000,2000408000606500007,2000-01-12,영업/정상,,,,,456-280,,금성계량증명업소,I,2026-03-11 01:27:25,경기도 안성시 안성맞춤대로 743 (계동),031-674-6761,,영업중,01,01,0316746761,223474.583724758    ,386729.415939573    ,경기도 안성시 계동 203번지 8호,2026-01-20 17:55:43
4080000,2002408006706500001,2002-09-09,영업/정상,,,,,456-833,,서해철강,I,2026-03-11 01:27:25,경기도 안성시 대덕면 만세로 495,031-673-0570,,영업중,01,01,0316730570,217989.656125862    ,394207.61581233     ,경기도 안성시 대덕면 명당리 32번지 1호,2011-12-12 10:05:41
4080000,2004408006706500001,2004-05-08,영업/정상,,,,,456-844,,선진자원,I,2026-03-11 01:27:25,경기도 안성시 미양면 안성맞춤대로 364,031-677-4344,,영업중,01,01,0316774344,221658.189058764    ,383688.207098156    ,경기도 안성시 미양면 양변리 249번지,2011-12-12 10:04:30
4080000,2005408014106500001,2005-09-01,영업/정상,,,,,,,매산주유소,I,2026-03-11 01:27:25,경기도 안성시 죽산면 죽양대로 200,031-671-3303,,영업중,01,01,0316713303,238485.998463374    ,399663.955677471    ,경기도 안성시 죽산면 매산리 479번지 7호,2011-12-12 10:03:38
4080000,2007408014106500001,2007-01-04,영업/정상,,,,,,17604,샘물자원,I,2026-03-11 01:27:25,경기도 안성시 미양면 안성맞춤대로 330,031-677-1044,,영업중,01,01,0316771044,221514.393019508    ,383362.254616049    ,경기도 안성시 미양면 양변리 256번지,2019-09-23 15:37:21
4080000,2007408014106500002,2007-04-03,영업/정상,,,,,,,청기와계량소,I,2026-03-11 01:27:25,경기도 안성시 삼죽면 서동대로 6106,031-674-5232,,영업중,01,01,0316745232,231710.686080174    ,393177.073561957    ,경기도 안성시 삼죽면 미장리 457번지 11  호,2011-12-12 10:01:23
4080000,2009408014106500001,2009-04-23,영업/정상,,,,,456-350,,구구슈퍼,I,2026-03-11 01:27:25,경기도 안성시 안성맞춤대로 1341 (사곡동),031-676-6799,,영업중,01,01,0316766799,223253.109916548    ,392219.083890719    ,경기도 안성시 사곡동 310번지 1통 5반,2011-12-12 09:58:01
4080000,2010408014106500003,2010-12-30,폐업,2014-03-04,,,,456-894,,죽산계량소,I,2026-03-11 01:27:25,경기도 안성시 죽산면 죽주로 314,031-676-7919,,폐업,03,03,0316767919,238139.745516974    ,397357.451031406    ,경기도 안성시 죽산면 죽산리 88번지 6호,2014-03-04 12:53:55
4090000,2000409004406500002,1987-06-15,폐업,2007-07-25,,,,415-865,,마송계량증명업소,I,2025-12-15 16:15:28,,031-988-0176,,폐업,03,03,0319880176,,,경기도 김포시 통진읍 마송리 2번지 7호,2011-08-12 16:23:55
4090000,2000409004406500004,1990-06-12,폐업,2011-08-12,,,,415-825,,양곡계량증명업소,I,2025-12-15 16:15:28,,031-981-0115,,폐업,03,03,0319810115,,,경기도 김포시 양촌면 양곡리,2011-11-24 18:21:17
4090000,2000409004406500005,1994-01-24,폐업,2002-05-02,,,,415-010,,산업계량증명업소,I,2025-12-15 16:15:28,,,,폐업,03,03,,,,경기도 김포시 감정동,2011-06-03 17:21:58
4090000,2000409004406500006,1994-11-07,폐업,2008-10-24,,,,415-060,,믿음계량증명업소,I,2025-12-15 16:15:28,,,,폐업,03,03,,,,경기도 김포시 장기동 395번지 1호,2008-10-24 10:04:06
4090000,2000409004406500007,1995-09-01,폐업,2011-08-12,,,,415-060,,청송계량소,I,2025-12-15 16:15:28,,031-983-3650,,폐업,03,03,0319833650,,,경기도 김포시 장기동,2011-11-24 18:23:09
4090000,2000409004406500008,1996-05-30,폐업,2009-06-01,,,,415-841,,오아시스계량증명업소,I,2025-12-15 16:15:28,,,,폐업,03,03,,,,경기도 김포시 양촌면 구래리 779번지 1호,2011-06-13 11:05:18
4090000,2000409004406500010,1997-07-09,폐업,2020-10-27,,,,415-863,,통진계량기증명업소,I,2025-12-15 16:15:28,경기도 김포시 통진읍 흥신로 286,031-989-3230,,폐업,03,03,0319893230,165481.322519769    ,464450.879278065    ,경기도 김포시 통진읍 도사리 745번지 1호,2020-10-30 08:58:54
4090000,2000409004406500011,1997-12-31,폐업,2023-04-06,,,,415-837,,원우계량증명업소,I,2025-12-15 16:15:28,경기도 김포시 대곶면 초원로 82,031-987-4758,,폐업,03,03,0319874758,164405.319026481    ,461401.720773835    ,경기도 김포시 대곶면 초원지리 369번지 1호,2023-04-06 13:50:14
4090000,2000409004406500012,1998-07-15,폐업,2012-02-14,,,,415-887,,김포종합폐차산업(주),I,2025-12-15 16:15:28,경기도 김포시 하성면 월하로 634,031-988-9311,,폐업,03,03,0319889311,166881.104599078    ,467467.361776393    ,경기도 김포시 하성면 원산리 572번지 3호,2012-02-16 14:21:52
4090000,2000409004406500014,1999-09-20,폐업,2003-01-14,,,,415-845,,삼성공인계량소,I,2025-12-15 16:15:28,,,,폐업,03,03,,,,경기도 김포시 양촌면 양곡리 354번지 5호,2011-06-03 17:31:00
4090000,2000409004406500015,2000-02-22,폐업,2009-02-04,,,,415-871,,진명기업 주식회사,I,2025-12-15 16:15:28,경기도 김포시 월곶면 안진골로64번길 13-14,031-989-8980,,폐업,03,03,0319898980,162490.266953902    ,468635.736465881    ,경기도 김포시 월곶면 갈산리 49번지 7호,2011-06-13 11:03:45
4090000,2000409022906500001,2000-02-22,폐업,2009-02-04,,,,415-871,,진명기업 (주),I,2025-12-15 16:15:28,,,,폐업,03,03,,161190.063758683    ,467315.917215211    ,경기도 김포시 월곶면 갈산리 497번지,2011-06-01 11:42:58
4090000,2002409006506500001,2002-03-29,폐업,2021-06-07,,,,415-835,,석정계량소,I,2025-12-15 16:15:28,,031-989-0167,,폐업,03,03,0319890167,162185.013959121    ,464143.141112762    ,경기도 김포시 대곶면 석정리 18번지 1호,2021-06-07 14:41:35
4090000,2005409009306500002,2005-05-16,폐업,2016-01-18,,,,415-861,,정신상사,I,2025-12-15 16:15:28,경기도 김포시 통진읍 흥신로131번길 386,031-983-6603,,폐업,03,03,0319836603,164910.418294783    ,463979.480576045    ,경기도 김포시 통진읍 가현리 112번지 1호,2016-01-18 11:45:04
4090000,2007409012306500001,2007-07-19,폐업,2022-03-16,,,,,10010,우리공인계량증명업소,I,2025-12-15 16:15:28,경기도 김포시 통진읍 월하로 528,031-997-4013,,폐업,03,03,0319974013,165938.25453413     ,467828.500006427    ,경기도 김포시 통진읍 귀전리 605-4,2022-03-17 15:01:52
4090000,2008409020406500003,2008-12-10,폐업,2018-04-03,,,,415-837,,(주)KJ스틸,I,2025-12-15 16:15:28,경기도 김포시 대곶면 율생중앙로52번길 122,031-983-9748,,폐업,03,03,0319839748,163440.319194663    ,461785.200232255    ,경기도 김포시 대곶면 초원지리 617번지 3호,2018-04-03 13:23:09
4090000,2010409020406500005,2010-07-26,폐업,2013-10-30,,,,415-871,,화성금속,I,2025-12-15 16:15:28,경기도 김포시 월곶면 안진골로 25-24,031-982-3841,,폐업,03,03,0319823841,162091.411266625    ,468271.185886861    ,경기도 김포시 월곶면 갈산리 245번지 49호,2015-03-17 17:31:55
4090000,2014409022906500001,2014-02-06,폐업,2016-01-27,,,,,,동완상사,I,2025-12-15 16:15:28,경기도 김포시 대곶면 수남로 121,031-987-5896,,폐업,03,03,0319875896,162918.493967127    ,459209.18065319     ,,2016-01-27 11:37:50
4090000,2016409022906500003,2016-12-13,폐업,2022-02-04,,,,,10048,(주)금곡철강산업,I,2025-12-15 16:15:28,경기도 김포시 양촌읍 황금3로 26,032-564-6759,,폐업,03,03,0325646759,165710.722298857    ,456749.659432103    ,경기도 김포시 양촌읍 학운리 3487번지,2022-02-08 10:14:54
4090000,2000409004406500001,1984-05-14,영업/정상,,,,,415-040,,문래계량증명업소,I,2025-12-15 16:15:28,,,,영업중,01,01,,,,경기도 김포시 사우동 336-1.5번지,2011-08-16 11:32:28
4090000,2000409004406500003,1989-10-01,영업/정상,,,,,,10116,부영계량증명업소,I,2025-12-15 16:15:28,경기도 김포시 승가로 71 (풍무동),031-983-7788,,영업중,01,01,0319837788,174839.121864705    ,455945.469507961    ,경기도 김포시 풍무동 661번지 8호,2016-08-08 14:52:19
4090000,2000409004406500009,1996-12-30,영업/정상,,,,,415-887,,하성계량증명업소,I,2025-12-15 16:15:28,경기도 김포시 하성면 하성로 344,031-981-0281,,영업중,01,01,0319810281,167939.794397926    ,467094.793291461    ,경기도 김포시 하성면 원산리 437번지 2호,2011-08-12 14:27:38
4090000,2000409004406500013,1999-02-27,영업/정상,,,,,415-851,,(주)광덕철강,I,2025-12-15 16:15:28,경기도 김포시 대곶면 율마로 160,031-989-7997,,영업중,01,01,0319897997,164417.737185773    ,462629.199453791    ,경기도 김포시 대곶면 거물대리 410번지 7호,2013-01-30 16:14:08
4090000,2001409022906500001,2001-02-19,영업/정상,,,,,415-821,,국제자원,I,2025-12-15 16:15:28,,031-981-9713,,영업중,01,01,0319819713,,,경기도 김포시 양촌면 유현리 75번지 1호,2011-08-12 17:17:54
4090000,2001409022906500002,2001-07-27,영업/정상,,,,,415-851,,신승종합철강,I,2025-12-15 16:15:28,,031-983-9473,,영업중,01,01,0319839473,164453.379127387    ,462999.672800264    ,경기도 김포시 대곶면 거물대리 243번지 9호,2011-08-12 17:21:53
4090000,2002409006506500002,2002-07-08,영업/정상,,,,,415-852,,대능계량증명업,I,2025-12-15 16:15:28,경기도 김포시 대곶면 대곶남로 556,031-983-3242,,영업중,01,01,0319833242,165108.496153923    ,459453.296223205    ,경기도 김포시 대곶면 대능리 106번지 1호,2011-08-12 17:34:42
4090000,2002409006506500003,2002-07-18,영업/정상,,,,,415-845,10056,주식회사 심코,I,2025-12-15 16:15:28,경기도 김포시 양촌읍 김포대로1759번길 142,031-997-1275,,영업중,01,01,0319971275,167933.084080741    ,462790.686254324    ,경기도 김포시 양촌면 양곡리 62번지 4호,2018-12-05 18:27:48
4090000,2003409006506500001,2003-02-27,영업/정상,,,,,415-854,,대영자원,I,2025-12-15 16:15:28,"경기도 김포시 대곶면 율마로 21 (,-16)",031-997-7459,,영업중,01,01,0319977459,163870.232194271    ,461449.183552452    ,"경기도 김포시 대곶면 율생리 364번지 15호 ,-16",2011-11-24 16:43:13
4090000,2007409012306500002,2007-09-28,영업/정상,,,,,415-843,,운산계량소,I,2025-12-15 16:15:28,"경기도 김포시 양촌읍 봉수대로 1754-10, 101호",031-998-4976,,영업중,01,01,0319984976,167374.718503854    ,458219.96288293     ,경기도 김포시 양촌면 대포리 2-7번지,2012-03-20 11:50:11
4090000,2008409012306500001,2008-01-29,영업/정상,,,,,415-852,,검단스틸,I,2025-12-15 16:15:28,경기도 김포시 대곶면 대곶남로 411 (외1(454-1)),031-997-9220,,영업중,01,01,0319979220,163957.714475418    ,458624.348056347    ,경기도 김포시 대곶면 대능리 455번지 1호 외1(454-1),2012-03-20 11:48:28
4090000,2008409020406500001,2008-09-09,영업/정상,,,,,415-865,,믿음계량소,I,2025-12-15 16:15:28,경기도 김포시 통진읍 김포대로 2307,031-985-9825,,영업중,01,01,0319859825,163803.333704767    ,465657.51946185     ,경기도 김포시 통진읍 마송리 164번지 2호 42통,2025-02-06 10:51:33
4090000,2008409020406500002,2008-11-06,영업/정상,,,,,415-837,,승리계량소,I,2025-12-15 16:15:28,경기도 김포시 대곶면 대곶북로 50,031-997-6200,,영업중,01,01,0319976200,164214.841040522    ,461726.762967004    ,경기도 김포시 대곶면 초원지리 379번지 1호,2024-01-11 09:10:31
4090000,2007409012306500003,2007-09-28,폐업,,,,,415-868,,김포계량소,I,2025-12-15 16:15:28,경기도 김포시 통진읍 김포대로 1936,031-988-1537,,폐업,03,03,0319881537,167099.569626652    ,464112.542220513    ,경기도 김포시 통진읍 수참리 504번지 1호,2012-02-16 14:22:32
4090000,2009409020406500002,2009-02-24,영업/정상,,,,,415-863,,(주)전국리사이클링,I,2025-12-15 16:15:28,,031-988-4766,,영업중,01,01,0319884766,,,경기도 김포시 통진읍 도사리 727-48. 727-53,2012-03-20 11:45:58
4090000,2009409020406500003,2009-04-09,영업/정상,,,,,415-871,,동원계량증명업소,I,2025-12-15 16:15:28,경기도 김포시 월곶면 군하로 172,,,영업중,01,01,,161031.174768922    ,467506.514055495    ,경기도 김포시 월곶면 갈산리 379번지 4호,2012-03-20 11:54:48
4090000,2010409020406500001,2010-03-05,영업/정상,,,,,415-830,,양촌자원,I,2025-12-15 16:15:28,경기도 김포시 대곶면 대곶서로 41,031-998-7817,,영업중,01,01,0319987817,162030.054717286    ,458394.873135855    ,경기도 김포시 대곶면 약암리 106번지 12통,2024-02-19 17:45:02
4090000,2010409020406500004,2010-07-05,영업/정상,,,,,415-835,,금성공인계량증명소,I,2025-12-15 16:15:28,경기도 김포시 대곶면 대곶로 270,031-981-8600,,영업중,01,01,0319818600,160720.345802687    ,462949.358947279    ,경기도 김포시 대곶면 석정리 467번지 9호,2011-11-25 12:12:58
4090000,2010409022906500001,2010-10-18,영업/정상,,,,,415-854,,안성스틸,I,2025-12-15 16:15:28,"경기도 김포시 대곶면 대곶서로 289-6 (,624-7)",031-982-7954,,영업중,01,01,0319827954,162969.376667655    ,460377.51323641     ,"경기도 김포시 대곶면 율생리 623번지 ,624-7",2012-03-20 11:43:47
4090000,2010409022906500004,2010-12-30,영업/정상,,,,,415-843,10048,한국기전금속(주),I,2025-12-15 16:15:28,경기도 김포시 양촌읍 황금로23번길 281,031-996-1811,,영업중,01,01,0319961811,166465.862744351    ,456571.125890418    ,경기도 김포시 양촌면 학운리 3066번지 한국기전금속 -주,2016-10-05 13:45:41
4090000,2012409022906500006,2012-11-27,영업/정상,,,,,415-835,,창우금속,I,2025-12-15 16:15:28,경기도 김포시 대곶면 대곶북로305번길 42-15,031-981-4217,,영업중,01,01,0319814217,162245.505167242    ,463364.328170145    ,경기도 김포시 대곶면 석정리 53번지,2012-11-27 20:22:45
4090000,2013409022906500001,2013-01-29,영업/정상,,,,,415-835,,대신스크랩계량소,I,2025-12-15 16:15:28,경기도 김포시 대곶면 대곶로 406,031-984-3513,,영업중,01,01,0319843513,160595.079777878    ,464253.821214616    ,경기도 김포시 대곶면 석정리 288번지,2013-01-29 19:21:08
4090000,2013409022906500002,2013-03-17,영업/정상,,,,,415-824,,금정산업계량증명업소,I,2025-12-15 16:15:28,경기도 김포시 양촌읍 석모로 4,031-996-4115,,영업중,01,01,0319964115,169021.816852661    ,461115.304342056    ,경기도 김포시 양촌읍 석모리 909번지 1호,2013-04-11 15:59:10
4090000,2013409022906500003,2013-04-22,영업/정상,,,,,415-839,,(주)유카스에너지,I,2025-12-15 16:15:28,경기도 김포시 대곶면 약암로 505,,,영업중,01,01,,161169.086647101    ,455778.032080905    ,경기도 김포시 대곶면 대벽리 871번지 16호,2013-05-03 11:01:33
4090000,2013409022906500004,2013-10-30,영업/정상,,,,,415-887,,경진공인계량소,I,2025-12-15 16:15:28,경기도 김포시 하성면 월하로 713 (경진공인계량소),031-988-2423,,영업중,01,01,0319882423,167634.687572038    ,467518.749361769    ,경기도 김포시 하성면 원산리 349번지 9호 경진공인계량소,2013-10-30 19:21:49
4090000,2014409022906500003,2014-06-12,영업/정상,,,,,,,팔거리계량소,I,2025-12-15 16:15:28,경기도 김포시 통진읍 대곶북로 284,031-987-0950,,영업중,01,01,0319870950,162650.063158954    ,463259.468816352    ,,2014-06-13 09:41:25
4090000,2014409022906500004,2014-06-16,영업/정상,,,,,415-861,,대성폴리(주),I,2025-12-15 16:15:28,경기도 김포시 통진읍 가현로 67-1,031-998-9641,,영업중,01,01,0319989641,163193.290088978    ,463208.172005698    ,경기도 김포시 통진읍 가현리 807번지 28호,2014-06-17 10:29:21
4090000,2014409022906500005,2014-12-04,영업/정상,,,,,,,유성공인계량소,I,2025-12-15 16:15:28,경기도 김포시 하성면 월하로 674,031-996-0194,,영업중,01,01,0319960194,167282.080052763    ,467403.186682685    ,,2014-12-04 10:55:28
4090000,2014409022906500006,2014-12-12,영업/정상,,,,,,,(주)에프엠스틸,I,2025-12-15 16:15:28,경기도 김포시 양촌읍 흥신로 134,032-563-4453,,영업중,01,01,0325634453,166386.386283388    ,463202.141814004    ,,2015-06-05 15:30:48
4090000,2017409032206500002,2017-11-02,영업/정상,,,,,,10047,주식회사 심코 학운공단지점,I,2025-12-15 16:15:28,경기도 김포시 양촌읍 유현삭시로137번길 88-20,031-985-9845,,영업중,01,01,0319859845,165376.051646986    ,458630.008598255    ,경기도 김포시 양촌읍 학운리 417번지 4호,2017-11-02 13:13:31
4090000,2019409035406500001,2019-07-01,영업/정상,,,,,,10016,금돈자원,I,2025-12-15 16:15:28,"경기도 김포시 통진읍 서암로183번길 14, 나동",031-986-9495,,영업중,01,01,0319869495,164907.659781901    ,466635.337675659    ,경기도 김포시 통진읍 서암리 248-1,2023-10-11 13:07:44
4090000,2019409035406500004,2019-10-24,영업/정상,,,,,,10008,(주)대진종합금속,I,2025-12-15 16:15:28,경기도 김포시 하성면 하성로570번길 129-23,031-981-9431,,영업중,01,01,0319819431,167812.451704417    ,469609.717878033    ,경기도 김포시 하성면 석탄리 479번지 2호,2019-10-28 17:29:37
4090000,2019409035406500005,2019-11-28,영업/정상,,,,,,10048,학운공단주유소,I,2025-12-15 16:15:28,경기도 김포시 양촌읍 황금3로 98,031-985-5144,,영업중,01,01,0319855144,166355.900279492    ,456559.654207494    ,경기도 김포시 양촌읍 학운리 3566번지,2019-11-29 09:34:52
4090000,2019409035406500006,2019-11-28,영업/정상,,,,,,10033,금광메탈,I,2025-12-15 16:15:28,경기도 김포시 통진읍 율마로 314-6,031-988-3645,,영업중,01,01,0319883645,164494.120962225    ,464151.845147857    ,경기도 김포시 통진읍 가현리 222번지 14호,2019-11-29 13:59:54
4090000,2019409035406500007,2019-11-27,영업/정상,,,,,,10046,슬기자원,I,2025-12-15 16:15:28,경기도 김포시 대곶면 대곶남로 354,,,영업중,01,01,,163718.634894206    ,458129.469650628    ,경기도 김포시 대곶면 대능리 548번지 1호,2019-12-09 17:23:01
4090000,2020409035406500001,2020-01-10,영업/정상,,,,,,10026,동하기업,I,2025-12-15 16:15:28,"경기도 김포시 대곶면 대곶로423번길 145, 외2필지 제1동",02-835-5180,,영업중,01,01,028355180,160228.901905326    ,464428.905000771    ,경기도 김포시 대곶면 쇄암리 1번지 40호,2020-01-10 17:27:18
4090000,2021409039906500003,2021-03-24,영업/정상,,,,,,10029,주식회사 유진코리아,I,2025-12-24 02:40:00,"경기도 김포시 통진읍 절골로25번길 65, 가동",031-983-7418,,영업중,01,01,0319837418,162489.140373599    ,464703.501257565    ,경기도 김포시 통진읍 옹정리 293-25,2025-12-22 17:44:36
4090000,2021409039906500004,2021-05-04,영업/정상,,,,,,10058,주식회사 청암테크,I,2025-12-15 16:15:28,경기도 김포시 양촌읍 김포한강10로 243,031-998-3185,,영업중,01,01,0319983185,166240.445738322    ,460799.102230601    ,경기도 김포시 양촌읍 구래리 257-10,2021-05-06 10:33:27
4090000,2021409039906500005,2021-05-25,영업/정상,,,,,,10010,(주)연우아이엔씨,I,2025-12-15 16:15:28,경기도 김포시 통진읍 월하로 470,031-982-2424,,영업중,01,01,0319822424,165391.612735287    ,467698.674259324    ,경기도 김포시 통진읍 귀전리 453-6,2021-05-26 09:55:20
4090000,2021409039906500006,2021-06-28,영업/정상,,,,,,10028,다옥강업석정계량소,I,2025-12-15 16:15:28,경기도 김포시 대곶면 대곶북로 395,031-989-0167,,영업중,01,01,0319890167,162185.013959121    ,464143.141112762    ,,2021-07-01 16:09:09
4090000,2022409039906500003,2022-03-21,영업/정상,,,,,,10010,다산자원,I,2025-12-15 16:15:28,경기도 김포시 통진읍 월하로 528,031-997-4013,,영업중,01,01,0319974013,165938.25453413     ,467828.500006427    ,경기도 김포시 통진읍 귀전리 605-4,2022-03-24 14:37:26
4090000,2022409039906500005,2022-07-15,영업/정상,,,,,,10038,영일계량증명업소,I,2025-12-15 16:15:28,경기도 김포시 대곶면 초원로 30-1,031-985-7812,,영업중,01,01,0319857812,164887.021749476    ,461585.328571294    ,경기도 김포시 대곶면 초원지리 137-4,2022-08-18 14:54:19
4090000,2023409039906500004,2023-08-24,영업/정상,,,,,,10010,우리자원,I,2025-12-15 16:15:28,경기도 김포시 통진읍 월하로 528,031-997-4011,,영업중,01,01,0319974011,165938.25453413     ,467828.500006427    ,,2023-08-24 17:37:02
4090000,2024409046506500001,2024-05-14,영업/정상,,,,,,10099,경기 공인계량소,I,2025-12-15 16:15:28,"경기도 김포시 감암로 99-1, 비동 일부호 (걸포동)",031-983-1035,,영업중,01,01,0319831035,174233.248402924    ,459789.591319366    ,경기도 김포시 걸포동 423-100,2024-05-16 09:19:18
4090000,2025409051606500001,2025-08-05,영업/정상,,,,,,10046,애창희부동산,I,2025-12-15 16:15:28,경기도 김포시 대곶면 고음달로 2,,,영업중,01,01,,,,,2025-08-05 18:18:06
4090000,2025409051606500002,2025-12-24,영업/정상,,,,,,10022,주식회사 삼현화학,I,2025-12-26 03:00:02,경기도 김포시 월곶면 월하로 227-1,031-989-5188,,영업중,01,01,0319895188,,,,2025-12-24 13:17:22
4140000,2015414004806500001,2015-07-13,영업/정상,,,,,,,영제농장,I,2025-12-15 16:15:28,경기도 연천군 연천읍 합내로593번길 35,,,영업중,01,01,,206581.980951254    ,517220.383538714    ,,2015-07-13 18:02:21
4140000,2008414004806500007,2008-05-23,영업/정상,,,,,486-801,,연천축산영농조합법인,I,2025-12-15 16:15:28,경기도 연천군 연천읍 동막로 174,031-834-1988,,영업중,01,01,0318341988,209199.053182609    ,509439.979336311    ,경기도 연천군 연천읍 동막리 261번지 4호,2008-05-23 14:26:07
4140000,2006414004806500001,2006-01-12,영업/정상,,,,,,,(주)정인산업개발,I,2025-12-15 16:15:28,경기도 연천군 청산면 순욱길 25-60,031-832-1918,,영업중,01,01,0318321918,208536.393530891    ,500623.125755793    ,경기도 연천군 청산면 대전리 143번지,2021-05-04 10:15:19
4140000,2006414004806500002,2006-08-07,영업/정상,,,,,,11041,대륙기계(주),I,2025-12-15 16:15:28,경기도 연천군 전곡읍 양연로 486,031-833-3336,,영업중,01,01,0318333336,200285.770633715    ,494171.668747956    ,경기도 연천군 전곡읍 간파리 253번지,2016-04-28 19:13:40
4140000,2011414004806500002,2011-12-01,영업/정상,,,,,486-821,,(주)경기엘피씨,I,2025-12-15 16:15:28,경기도 연천군 군남면 황남로 70-57,031-833-1600,,영업중,01,01,0318331600,204398.398519184    ,502376.264964638    ,경기도 연천군 군남면 남계리 7번지 3호,2013-03-06 14:54:35
4140000,2011414004806500001,2011-05-03,폐업,2014-04-21,,,,486-881,,24시슈퍼,I,2025-12-15 16:15:28,경기도 연천군 백학면 청정로 38,031-835-1091,,폐업,03,03,0318351091,192913.993392486    ,498578.613873535    ,경기도 연천군 백학면 노곡리 615번지 2호,2014-04-22 13:03:24
4140000,2008414004806500006,2008-03-10,폐업,2008-08-22,,,,483-010,,신일계량증명업소,I,2025-12-15 16:15:28,,031-832-7994,,폐업,03,03,0318327994,,,경기도 동두천시 송내동 현대아이파크 103동 1002호,2009-02-03 17:00:39
